"","original_name","species_list_name"
"22574","Acer platanoides","Acer platanoides"
"22575","Malus - Species Unknown","Malus Spp."
"22576","ZZ Tree stump","Dead stump"
"22577","Tilia tomentosa","Tilia tomentosa"
"22578","Carpinus betulus","Carpinus betulus"
"22579","Quercus robur","Quercus robur"
"22580","Carpinus betulus","Carpinus betulus"
"22581","Prunus spinosa","Prunus spinosa"
"22582","Tilia - Species Unknown","Tilia Spp."
"22583","Fagus sylvatica","Fagus sylvatica"
"22584","Fagus sylvatica","Fagus sylvatica"
"22585","Fagus sylvatica","Fagus sylvatica"
"22586","Prunus domestica","Prunus domestica"
"22587","Quercus robur","Quercus robur"
"22588","Fraxinus excelsior","Fraxinus excelsior"
"22589","Tilia - Species Unknown","Tilia Spp."
"22590","Corylus colurna","Corylus colurna"
"22591","Aesculus hippocastanum","Aesculus hippocastanum"
"22592","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22593","Betula pendula","Betula pendula"
"22594","Pinus sylvestris","Pinus sylvestris"
"22595","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22596","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22597","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"22598","Prunus cerasifera","Prunus cerasifera"
"22599","Pyrus salicifolia","Pyrus salicifolia"
"22600","Prunus - Species Unknown","Prunus Spp."
"22601","Acer pseudoplatanus","Acer pseudoplatanus"
"22602","Malus - Species Unknown","Malus Spp."
"22603","Cedrus deodara","Cedrus deodara"
"22604","Acer platanoides","Acer platanoides"
"22605","Chamaecyparis pisifera 'Filife","Chamaecyparis pisifera Filifera"
"22606","Quercus robur","Quercus robur"
"22607","Malus - Species Unknown","Malus Spp."
"22608","Salix fragilis","Salix fragilis"
"22609","Acer platanoides","Acer platanoides"
"22610","Acer campestre","Acer campestre"
"22611","Acer campestre","Acer campestre"
"22612","Acer platanoides","Acer platanoides"
"22613","Prunus avium Plena","Prunus avium Plena"
"22614","Tilia - Species Unknown","Tilia Spp."
"22615","Acer campestre","Acer campestre"
"22616","Tilia - Species Unknown","Tilia Spp."
"22617","Acer pseudoplatanus","Acer pseudoplatanus"
"22618","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22619","Larix decidua","Larix decidua"
"22620","Taxus baccata","Taxus baccata"
"22621","Quercus robur","Quercus robur"
"22622","Ulmus procera","Ulmus procera"
"22623","Aesculus hippocastanum","Aesculus hippocastanum"
"22624","Crataegus monogyna","Crataegus monogyna"
"22625","Fraxinus excelsior","Fraxinus excelsior"
"22626","Aesculus hippocastanum","Aesculus hippocastanum"
"22627","Aesculus hippocastanum","Aesculus hippocastanum"
"22628","Quercus robur","Quercus robur"
"22629","Carpinus betulus","Carpinus betulus"
"22630","Fraxinus excelsior","Fraxinus excelsior"
"22632","Acer platanoides","Acer platanoides"
"22633","Tilia x europea","Tilia x europea"
"22634","Platanus x acerifolia","Platanus x acerifolia"
"22635","Robinia pseudoacacia","Robinia pseudoacacia"
"22636","Castanea sativa","Castanea sativa"
"22637","Ulmus - Species Unknown","Ulmus Spp."
"22638","Prunus - Species Unknown","Prunus Spp."
"22639","Fraxinus excelsior","Fraxinus excelsior"
"22640","Sorbus aucuparia","Sorbus aucuparia"
"22641","Crataegus x persimilis Prunifo","Crataegus x persimilis"
"22642","Salix pentandra","Salix pentandra"
"22643","Ilex aquifolium","Ilex aquifolium"
"22644","Malus - Species Unknown","Malus Spp."
"22646","Tilia x europea","Tilia x europea"
"22647","Populus nigra Italica","Populus nigra Italica"
"22648","Fraxinus excelsior","Fraxinus excelsior"
"22649","ZZ Tree stump","Dead stump"
"22650","Larix decidua","Larix decidua"
"22651","ZZ Tree stump","Dead stump"
"22652","Platanus x acerifolia","Platanus x acerifolia"
"22653","Acer pseudoplatanus Purpureum","Acer pseudoplatanus Atropurpureum"
"22654","Corylus avellana","Corylus avellana"
"22655","Malus - Species Unknown","Malus Spp."
"22656","Prunus sargentii 'Rancho'","Prunus sargentii Rancho"
"22657","Crataegus monogyna","Crataegus monogyna"
"22658","Pyrus communis","Pyrus communis"
"22659","Populus nigra Italica","Populus nigra Italica"
"22660","Fraxinus excelsior","Fraxinus excelsior"
"22662","Tilia - Species Unknown","Tilia Spp."
"22663","Aesculus indica","Aesculus indica"
"22664","Acer campestre","Acer campestre"
"22665","Pinus - Unknown Species","Pinus Spp."
"22666","Sorbus aria","Sorbus aria"
"22667","Tilia x europea","Tilia x europea"
"22668","Acer pseudoplatanus","Acer pseudoplatanus"
"22669","Betula pendula","Betula pendula"
"22670","Sorbus aria","Sorbus aria"
"22671","Tilia tomentosa","Tilia tomentosa"
"22672","Fagus sylvatica","Fagus sylvatica"
"22674","Acer campestre","Acer campestre"
"22675","Aesculus hippocastanum","Aesculus hippocastanum"
"22676","Platanus - Species Unknown","Platanus Spp."
"22677","Salix fragilis","Salix fragilis"
"22678","Sorbus - Species Unknown","Sorbus Spp."
"22679","Fraxinus excelsior","Fraxinus excelsior"
"22680","Tilia cordata","Tilia cordata"
"22681","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22682","ZZ Tree stump","Dead stump"
"22683","Ginkgo biloba","Ginkgo biloba"
"22684","Sorbus aucuparia","Sorbus aucuparia"
"22685","Fraxinus excelsior","Fraxinus excelsior"
"22686","Acer platanoides","Acer platanoides"
"22687","Ilex - Unknown Species","Ilex Spp."
"22688","Tilia - Species Unknown","Tilia Spp."
"22690","Quercus robur","Quercus robur"
"22691","Quercus robur","Quercus robur"
"22692","Alnus incana","Alnus incana"
"22693","Taxus baccata","Taxus baccata"
"22694","Pinus sylvestris","Pinus sylvestris"
"22695","Ilex aquifolium","Ilex aquifolium"
"22696","Tilia - Species Unknown","Tilia Spp."
"22697","Betula pendula","Betula pendula"
"22698","Betula pendula","Betula pendula"
"22699","Tilia x europea","Tilia x europea"
"22700","Fagus sylvatica Purpurea","Fagus sylvatica Atropurpurea"
"22701","Fagus sylvatica Purpurea","Fagus sylvatica Atropurpurea"
"22702","Ginkgo biloba","Ginkgo biloba"
"22703","Quercus - Species Unknown","Quercus Spp."
"22704","Pinus nigra nigra","Pinus nigra Nigra"
"22705","Tilia - Species Unknown","Tilia Spp."
"22706","ZZ Tree stump","Dead stump"
"22707","Platanus - Species Unknown","Platanus Spp."
"22708","Prunus - Species Unknown","Prunus Spp."
"22709","Acer pseudoplatanus","Acer pseudoplatanus"
"22710","Acer platanoides","Acer platanoides"
"22711","Platanus x acerifolia","Platanus x acerifolia"
"22712","Alnus incana","Alnus incana"
"22713","Acer pseudoplatanus","Acer pseudoplatanus"
"22714","Quercus robur","Quercus robur"
"22715","Tilia platyphyllos","Tilia platyphyllos"
"22716","Fraxinus excelsior","Fraxinus excelsior"
"22717","Tilia x europea","Tilia x europea"
"22718","Sorbus torminalis","Sorbus torminalis"
"22719","Betula pendula","Betula pendula"
"22720","Acer campestre","Acer campestre"
"22721","Sorbus aucuparia","Sorbus aucuparia"
"22722","Acer platanoides","Acer platanoides"
"22723","Acer platanoides","Acer platanoides"
"22724","Platanus x acerifolia","Platanus x acerifolia"
"22725","Aesculus - Species Unknown","Aesculus Spp."
"22726","Betula pendula","Betula pendula"
"22727","Fraxinus excelsior","Fraxinus excelsior"
"22728","Acer pseudoplatanus","Acer pseudoplatanus"
"22729","Betula pendula","Betula pendula"
"22730","Acer pseudoplatanus cv","Acer pseudoplatanus Spp."
"22731","Tilia x europea","Tilia x europea"
"22732","Tilia cordata Greenspire","Tilia cordata Greenspire"
"22733","Sorbus intermedia","Sorbus intermedia"
"22734","Tilia cordata","Tilia cordata"
"22735","Prunus - Species Unknown","Prunus Spp."
"22736","Platanus orientalis","Platanus orientalis"
"22737","Pinus wallichiana","Pinus wallichiana"
"22738","Tilia x europea","Tilia x europea"
"22739","Tilia x europea","Tilia x europea"
"22740","Platanus x acerifolia","Platanus x acerifolia"
"22741","Fraxinus excelsior","Fraxinus excelsior"
"22742","Tilia x europea","Tilia x europea"
"22743","Tilia x europea","Tilia x europea"
"22744","Acer platanoides","Acer platanoides"
"22745","Betula utilis jacquemontii","Betula utilis Jacquemontii"
"22746","Pinus sylvestris","Pinus sylvestris"
"22747","Magnolia grandiflora","Magnolia grandiflora"
"22748","Fagus sylvatica","Fagus sylvatica"
"22749","Crataegus monogyna","Crataegus monogyna"
"22750","Acer griseum","Acer griseum"
"22751","Platanus x acerifolia","Platanus x acerifolia"
"22752","Sorbus aucuparia","Sorbus aucuparia"
"22753","Crataegus monogyna","Crataegus monogyna"
"22754","Betula pendula","Betula pendula"
"22755","Tilia cordata","Tilia cordata"
"22756","ZZ Empty tree pit","Dead stump"
"22757","Taxus baccata","Taxus baccata"
"22758","Populus x canadensis Robusta","Populus x canadensis"
"22759","Acer pseudoplatanus","Acer pseudoplatanus"
"22760","Acer saccharinum","Acer saccharinum"
"22761","Robinia pseudoacacia","Robinia pseudoacacia"
"22762","Platanus x acerifolia","Platanus x acerifolia"
"22763","Fraxinus excelsior","Fraxinus excelsior"
"22764","Platanus x acerifolia","Platanus x acerifolia"
"22765","Juglans regia","Juglans regia"
"22766","Sorbus aria","Sorbus aria"
"22767","Castanea sativa","Castanea sativa"
"22768","Betula pendula","Betula pendula"
"22769","Tilia x europea","Tilia x europea"
"22770","Platanus x acerifolia","Platanus x acerifolia"
"22771","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"22772","Sorbus aucuparia","Sorbus aucuparia"
"22773","Malus - Species Unknown","Malus Spp."
"22774","Platanus x acerifolia","Platanus x acerifolia"
"22775","Platanus x acerifolia","Platanus x acerifolia"
"22776","Acer pseudoplatanus","Acer pseudoplatanus"
"22777","Tilia cordata","Tilia cordata"
"22778","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"22779","Acer platanoides","Acer platanoides"
"22780","Larix decidua","Larix decidua"
"22781","ZZ Tree stump","Dead stump"
"22782","Prunus padus","Prunus padus"
"22783","Quercus robur","Quercus robur"
"22784","Malus John Downie","Malus John Downie"
"22785","Betula nigra","Betula nigra"
"22786","Fagus sylvatica","Fagus sylvatica"
"22787","Crataegus laevigata cv","Crataegus laevigata Spp."
"22788","Prunus cerasifera","Prunus cerasifera"
"22789","Pinus sylvestris","Pinus sylvestris"
"22790","Betula pendula","Betula pendula"
"22791","Prunus Spire","Prunus Spire"
"22792","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22793","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22794","Betula nigra","Betula nigra"
"22795","Acer pseudoplatanus","Acer pseudoplatanus"
"22796","Fraxinus excelsior","Fraxinus excelsior"
"22797","Prunus - Species Unknown","Prunus Spp."
"22798","Betula pendula","Betula pendula"
"22799","Tilia x europea","Tilia x europea"
"22800","Fagus sylvatica Purpurea","Fagus sylvatica Atropurpurea"
"22801","Acer platanoides","Acer platanoides"
"22802","Betula pendula","Betula pendula"
"22803","Tilia cordata Greenspire","Tilia cordata Greenspire"
"22804","Acer platanoides","Acer platanoides"
"22805","Tilia - Species Unknown","Tilia Spp."
"22806","Tilia x europea","Tilia x europea"
"22807","Prunus - Species Unknown","Prunus Spp."
"22808","Betula pendula","Betula pendula"
"22809","Tilia - Species Unknown","Tilia Spp."
"22810","Liriodendron tulipifera","Liriodendron tulipifera"
"22811","Acer campestre","Acer campestre"
"22812","Alnus glutinosa","Alnus glutinosa"
"22813","Acer pseudoplatanus","Acer pseudoplatanus"
"22814","Quercus robur","Quercus robur"
"22815","Crataegus x persimilis Prunifo","Crataegus x persimilis"
"22816","Prunus avium","Prunus avium"
"22817","Acer pseudoplatanus","Acer pseudoplatanus"
"22818","Quercus robur","Quercus robur"
"22819","Acer pseudoplatanus","Acer pseudoplatanus"
"22820","Prunus avium","Prunus avium"
"22821","Sorbus intermedia","Sorbus intermedia"
"22822","Crataegus monogyna","Crataegus monogyna"
"22823","Salix babylonica","Salix babylonica"
"22824","Fraxinus excelsior","Fraxinus excelsior"
"22825","Populus nigra Italica","Populus nigra Italica"
"22826","Tilia - Species Unknown","Tilia Spp."
"22827","Tilia cordata","Tilia cordata"
"22828","Cedrus libani","Cedrus libani"
"22829","ZZ Tree stump","Dead stump"
"22830","Tilia - Species Unknown","Tilia Spp."
"22831","Populus x canadensis Robusta","Populus x canadensis"
"22832","ZZ Empty tree pit","Dead stump"
"22833","Sequoia sempervirens","Sequoia sempervirens"
"22834","Sorbus aria","Sorbus aria"
"22835","Prunus padus","Prunus padus"
"22836","Acer campestre","Acer campestre"
"22838","Tilia - Species Unknown","Tilia Spp."
"22840","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22841","Acer platanoides","Acer platanoides"
"22842","Fraxinus excelsior","Fraxinus excelsior"
"22843","Betula pendula","Betula pendula"
"22844","Fraxinus excelsior","Fraxinus excelsior"
"22845","Malus - Species Unknown","Malus Spp."
"22846","Betula pendula","Betula pendula"
"22847","Platanus x acerifolia","Platanus x acerifolia"
"22848","Acer platanoides","Acer platanoides"
"22849","Chamaecyparis obtusa Cripsii","Chamaecyparis obtusa Crippsii"
"22850","Cupressus macrocarpa","Cupressus macrocarpa"
"22851","Acer saccharinum","Acer saccharinum"
"22852","Fraxinus excelsior","Fraxinus excelsior"
"22853","Acer platanoides","Acer platanoides"
"22854","Platanus x acerifolia","Platanus x acerifolia"
"22855","Fagus sylvatica","Fagus sylvatica"
"22856","Tilia x euchlora","Tilia x euchlora"
"22857","Taxus baccata","Taxus baccata"
"22858","Salix x sepulcralis chrysocoma","Salix x sepulcralis"
"22859","Tilia cordata","Tilia cordata"
"22860","Populus nigra Italica","Populus nigra Italica"
"22861","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22862","Cornus kousa","Cornus kousa"
"22863","Carpinus betulus","Carpinus betulus"
"22864","Juglans regia","Juglans regia"
"22865","Fraxinus excelsior","Fraxinus excelsior"
"22866","Acer pseudoplatanus","Acer pseudoplatanus"
"22867","Prunus avium","Prunus avium"
"22868","Acer platanoides","Acer platanoides"
"22869","Betula pendula","Betula pendula"
"22870","Acer campestre","Acer campestre"
"22871","Fraxinus excelsior","Fraxinus excelsior"
"22872","Platanus orientalis","Platanus orientalis"
"22873","Quercus ilex","Quercus ilex"
"22874","Sequoiadendron giganteum","Sequoiadendron giganteum"
"22875","Fagus sylvatica Purpurea","Fagus sylvatica Atropurpurea"
"22876","Fagus sylvatica","Fagus sylvatica"
"22877","Eucalyptus gunii","Eucalyptus gunnii"
"22878","Acer platanoides","Acer platanoides"
"22879","Aesculus hippocastanum","Aesculus hippocastanum"
"22880","Tilia - Species Unknown","Tilia Spp."
"22881","Prunus padus","Prunus padus"
"22882","Malus - Species Unknown","Malus Spp."
"22883","Pyrus salicifolia Pendula","Pyrus salicifolia Pendula"
"22884","Pyrus salicifolia Pendula","Pyrus salicifolia Pendula"
"22886","Prunus Sunset Boulevard","Prunus Sunset Boulevard"
"22887","Acer palmatum","Acer palmatum"
"22888","Alnus cordata","Alnus cordata"
"22889","Acer saccharinum","Acer saccharinum"
"22890","Cotoneaster - Unknown Species","Cotoneaster Spp."
"22891","Ilex aquifolium","Ilex aquifolium"
"22892","Fagus sylvatica Rohanii","Fagus sylvatica Rohanii"
"22893","Prunus - Species Unknown","Prunus Spp."
"22894","Acer pseudoplatanus","Acer pseudoplatanus"
"22895","Tilia - Species Unknown","Tilia Spp."
"22896","Tilia - Species Unknown","Tilia Spp."
"22897","Tilia cordata","Tilia cordata"
"22898","Acer pseudoplatanus","Acer pseudoplatanus"
"22899","Fagus sylvatica","Fagus sylvatica"
"22900","Tilia - Species Unknown","Tilia Spp."
"22901","Metasequoia glyptostroboides","Metasequoia glyptostroboides"
"22902","Malus John Downie","Malus John Downie"
"22903","Acer platanoides","Acer platanoides"
"22904","Prunus - Species Unknown","Prunus Spp."
"22905","Acer pseudoplatanus Purpureum","Acer pseudoplatanus Atropurpureum"
"22907","Tilia cordata","Tilia cordata"
"22908","Acer pseudoplatanus","Acer pseudoplatanus"
"22909","Platanus x acerifolia","Platanus x acerifolia"
"22910","Prunus Tai-haku","Prunus Taihaku"
"22911","Tilia x europea","Tilia x europea"
"22912","Platanus x acerifolia","Platanus x acerifolia"
"22913","Platanus x acerifolia","Platanus x acerifolia"
"22914","Populus alba","Populus alba"
"22915","Acer platanoides Schwedleri","Acer platanoides Schwedleri"
"22916","Chamaecyparis lawsoniana Ellwo","Chamaecyparis lawsoniana Ellwoodii"
"22917","Castanea sativa","Castanea sativa"
"22918","Tilia x euchlora","Tilia x euchlora"
"22919","Betula pendula","Betula pendula"
"22920","Prunus - Species Unknown","Prunus Spp."
"22922","Acer platanoides","Acer platanoides"
"22923","Betula nigra","Betula nigra"
"22924","Fraxinus excelsior","Fraxinus excelsior"
"22925","Paulownia tomentosa","Paulownia tomentosa"
"22926","Ilex x altaclerensis","Ilex x altaclerensis"
"22927","Acer pseudoplatanus","Acer pseudoplatanus"
"22929","Betula pendula","Betula pendula"
"22930","Ilex aquifolium","Ilex aquifolium"
"22931","Pyrus - Species Unknown","Pyrus Spp."
"22932","Acer saccharinum","Acer saccharinum"
"22933","Gleditsia triacanthos","Gleditsia triacanthos"
"22934","Crataegus monogyna","Crataegus monogyna"
"22935","Carpinus betulus","Carpinus betulus"
"22936","Corylus colurna","Corylus colurna"
"22937","Tilia - Species Unknown","Tilia Spp."
"22938","Acer pseudoplatanus cv","Acer pseudoplatanus Spp."
"22939","Acer platanoides","Acer platanoides"
"22940","Acer pseudoplatanus cv","Acer pseudoplatanus Spp."
"22942","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"22943","Acer platanoides","Acer platanoides"
"22944","Acer campestre","Acer campestre"
"22945","ZZ Empty tree pit","Dead stump"
"22946","Prunus avium Plena","Prunus avium Plena"
"22947","Sambucus nigra","Sambucus nigra"
"22948","Crataegus monogyna","Crataegus monogyna"
"22949","Acer platanoides","Acer platanoides"
"22950","Acer pseudoplatanus","Acer pseudoplatanus"
